Commodity,Date,Average
Potato Red,8/6/2014,45.0
Potato Red,8/7/2014,45.0
Potato Red,8/8/2014,45.0
Potato Red,8/9/2014,45.0
Potato Red,8/10/2014,45.0
Potato Red,8/11/2014,46.0
Potato Red,8/12/2014,46.0
Potato Red,8/13/2014,46.5
Potato Red,8/14/2014,47.0
Potato Red,8/15/2014,49.0
Potato Red,8/16/2014,49.0
Potato Red,8/17/2014,49.0
Potato Red,8/18/2014,49.0
Potato Red,8/19/2014,52.5
Potato Red,8/20/2014,51.0
Potato Red,8/21/2014,46.0
Potato Red,8/22/2014,46.0
Potato Red,8/23/2014,46.0
Potato Red,8/24/2014,46.0
Potato Red,8/25/2014,46.0
Potato Red,8/26/2014,46.0
Potato Red,8/27/2014,46.0
Potato Red,8/28/2014,46.0
Potato Red,8/29/2014,46.0
Potato Red,8/31/2014,50.5
Potato Red,9/1/2014,46.0
Potato Red,9/2/2014,45.5
Potato Red,9/3/2014,45.0
Potato Red,9/4/2014,45.0
Potato Red,9/5/2014,45.5
Potato Red,9/6/2014,45.5
Potato Red,9/7/2014,53.0
Potato Red,9/8/2014,45.5
Potato Red,9/9/2014,45.5
Potato Red,9/10/2014,45.5
Potato Red,9/11/2014,45.0
Potato Red,9/12/2014,44.5
Potato Red,9/13/2014,45.5
Potato Red,9/14/2014,52.5
Potato Red,9/15/2014,45.5
Potato Red,9/16/2014,44.5
Potato Red,9/17/2014,45.5
Potato Red,9/18/2014,45.0
Potato Red,9/19/2014,45.0
Potato Red,9/20/2014,45.0
Potato Red,9/21/2014,44.5
Potato Red,9/22/2014,45.0
Potato Red,9/23/2014,46.0
Potato Red,9/24/2014,45.5
Potato Red,9/26/2014,49.0
Potato Red,9/28/2014,48.0
Potato Red,9/29/2014,49.0
Potato Red,9/30/2014,47.5
Potato Red,10/8/2014,49.0
Potato Red,10/9/2014,49.0
Potato Red,10/10/2014,51.0
Potato Red,10/12/2014,54.0
Potato Red,10/13/2014,53.0
Potato Red,10/14/2014,53.0
Potato Red,10/15/2014,53.5
Potato Red,10/16/2014,53.0
Potato Red,10/17/2014,51.0
Potato Red,10/19/2014,57.5
Potato Red,10/20/2014,64.0
Potato Red,10/21/2014,67.5
Potato Red,10/22/2014,52.5
Potato Red,10/23/2014,52.5
Potato Red,10/24/2014,46.0
Potato Red,10/25/2014,44.0
Potato Red,10/26/2014,51.0
Potato Red,10/27/2014,47.0
Potato Red,10/28/2014,41.0
Potato Red,10/29/2014,39.5
Potato Red,10/30/2014,39.5
Potato Red,10/31/2014,54.0
Potato Red,11/1/2014,52.5
Potato Red,11/2/2014,51.0
Potato Red,11/3/2014,47.5
Potato Red,11/4/2014,47.5
Potato Red,11/5/2014,47.5
Potato Red,11/6/2014,47.0
Potato Red,11/7/2014,47.5
Potato Red,11/8/2014,49.0
Potato Red,11/9/2014,47.5
Potato Red,11/10/2014,46.0
Potato Red,11/11/2014,43.0
Potato Red,11/12/2014,42.5
Potato Red,11/13/2014,42.5
Potato Red,11/14/2014,41.0
Potato Red,11/15/2014,42.0
Potato Red,11/16/2014,41.0
Potato Red,11/17/2014,39.0
Potato Red,11/18/2014,39.0
Potato Red,11/19/2014,36.5
Potato Red,11/20/2014,36.5
Potato Red,11/21/2014,36.5
Potato Red,11/22/2014,42.0
Potato Red,11/23/2014,37.5
Potato Red,11/24/2014,41.0
Potato Red,11/25/2014,41.0
Potato Red,11/26/2014,41.0
Potato Red,11/27/2014,41.0
Potato Red,11/28/2014,39.0
Potato Red,11/29/2014,36.5
Potato Red,11/30/2014,41.0
Potato Red,12/1/2014,39.0
Potato Red,12/2/2014,33.5
Potato Red,12/3/2014,33.5
Potato Red,12/4/2014,35.0
Potato Red,12/5/2014,36.5
Potato Red,12/6/2014,36.5
Potato Red,12/7/2014,35.0
Potato Red,12/8/2014,34.0
Potato Red,12/9/2014,39.0
Potato Red,12/10/2014,39.0
Potato Red,12/11/2014,32.0
Potato Red,12/12/2014,29.0
Potato Red,12/13/2014,29.0
Potato Red,12/14/2014,29.0
Potato Red,12/15/2014,30.0
Potato Red,12/16/2014,29.0
Potato Red,12/17/2014,31.0
Potato Red,12/18/2014,29.5
Potato Red,12/19/2014,27.5
Potato Red,12/21/2014,27.5
Potato Red,12/22/2014,25.0
Potato Red,12/23/2014,27.5
Potato Red,12/24/2014,23.5
Potato Red,12/25/2014,22.0
Potato Red,12/26/2014,24.0
Potato Red,12/27/2014,22.5
Potato Red,12/28/2014,24.5
Potato Red,12/29/2014,22.5
Potato Red,12/30/2014,22.5
Potato Red,12/31/2014,20.0
Potato Red,1/1/2015,21.0
Potato Red,1/2/2015,21.0
Potato Red,1/3/2015,22.5
Potato Red,1/4/2015,21.0
Potato Red,1/5/2015,21.5
Potato Red,1/6/2015,21.0
Potato Red,1/7/2015,22.0
Potato Red,1/8/2015,22.0
Potato Red,1/9/2015,22.0
Potato Red,1/11/2015,22.0
Potato Red,1/12/2015,20.0
Potato Red,1/13/2015,21.0
Potato Red,1/14/2015,21.0
Potato Red,1/15/2015,21.0
Potato Red,1/16/2015,22.0
Potato Red,1/17/2015,21.0
Potato Red,1/18/2015,21.5
Potato Red,1/19/2015,21.0
Potato Red,1/20/2015,20.0
Potato Red,1/21/2015,21.0
Potato Red,1/22/2015,21.0
Potato Red,1/25/2015,23.5
Potato Red,1/26/2015,21.0
Potato Red,1/27/2015,19.5
Potato Red,1/28/2015,19.5
Potato Red,1/29/2015,21.0
Potato Red,1/31/2015,21.0
Potato Red,2/1/2015,21.0
Potato Red,2/2/2015,21.0
Potato Red,2/3/2015,21.0
Potato Red,2/4/2015,21.0
Potato Red,2/5/2015,19.0
Potato Red,2/6/2015,19.0
Potato Red,2/7/2015,19.0
Potato Red,2/8/2015,19.0
Potato Red,2/9/2015,19.0
Potato Red,2/10/2015,19.0
Potato Red,2/11/2015,19.0
Potato Red,2/12/2015,19.0
Potato Red,2/13/2015,19.0
Potato Red,2/14/2015,18.0
Potato Red,2/15/2015,18.0
Potato Red,2/16/2015,18.0
Potato Red,2/18/2015,17.5
Potato Red,2/19/2015,17.0
Potato Red,2/20/2015,19.0
Potato Red,2/22/2015,19.0
Potato Red,2/23/2015,19.0
Potato Red,2/24/2015,19.0
Potato Red,2/25/2015,19.0
Potato Red,2/26/2015,19.0
Potato Red,2/27/2015,19.0
Potato Red,3/1/2015,19.0
Potato Red,3/2/2015,19.0
Potato Red,3/3/2015,19.0
Potato Red,3/6/2015,19.0
Potato Red,3/9/2015,19.0
Potato Red,3/10/2015,19.0
Potato Red,3/11/2015,19.0
Potato Red,3/12/2015,19.0
Potato Red,3/13/2015,19.0
Potato Red,3/14/2015,19.0
Potato Red,3/15/2015,19.0
Potato Red,3/16/2015,19.0
Potato Red,3/17/2015,17.0
Potato Red,3/18/2015,17.0
Potato Red,3/19/2015,17.0
Potato Red,3/20/2015,19.0
Potato Red,3/21/2015,19.0
Potato Red,3/22/2015,19.0
Potato Red,3/23/2015,19.0
Potato Red,3/24/2015,17.0
Potato Red,3/25/2015,17.0
Potato Red,3/26/2015,17.5
Potato Red,3/27/2015,18.0
Potato Red,3/28/2015,17.5
Potato Red,3/29/2015,17.0
Potato Red,3/30/2015,15.5
Potato Red,3/31/2015,17.0
Potato Red,4/1/2015,16.5
Potato Red,4/2/2015,16.5
Potato Red,4/3/2015,17.0
Potato Red,4/4/2015,17.0
Potato Red,4/5/2015,17.0
Potato Red,4/6/2015,17.0
Potato Red,4/7/2015,17.0
Potato Red,4/8/2015,17.0
Potato Red,4/10/2015,18.5
Potato Red,4/12/2015,17.0
Potato Red,4/13/2015,17.0
Potato Red,4/14/2015,17.0
Potato Red,4/15/2015,16.0
Potato Red,4/16/2015,17.0
Potato Red,4/17/2015,17.0
Potato Red,4/18/2015,17.0
Potato Red,4/19/2015,17.0
Potato Red,4/20/2015,17.5
Potato Red,4/21/2015,17.5
Potato Red,4/22/2015,17.5
Potato Red,4/23/2015,17.5
Potato Red,4/24/2015,17.0
Potato Red,4/25/2015,17.0
Potato Red,4/26/2015,19.0
Potato Red,4/27/2015,19.0
Potato Red,4/28/2015,17.5
Potato Red,4/29/2015,19.0
Potato Red,4/30/2015,18.5
Potato Red,5/1/2015,21.0
Potato Red,5/2/2015,21.0
Potato Red,5/3/2015,17.5
Potato Red,5/4/2015,17.5
Potato Red,5/5/2015,17.5
Potato Red,5/6/2015,17.5
Potato Red,5/7/2015,17.5
Potato Red,5/8/2015,17.5
Potato Red,5/10/2015,17.5
Potato Red,5/11/2015,16.5
Potato Red,5/12/2015,17.0
Potato Red,5/13/2015,17.0
Potato Red,5/14/2015,17.0
Potato Red,5/15/2015,17.0
Potato Red,5/16/2015,17.0
Potato Red,5/17/2015,16.0
Potato Red,5/18/2015,17.0
Potato Red,5/19/2015,17.0
Potato Red,5/20/2015,17.0
Potato Red,5/21/2015,16.5
Potato Red,5/22/2015,16.5
Potato Red,5/23/2015,16.5
Potato Red,5/24/2015,16.5
Potato Red,5/25/2015,16.5
Potato Red,5/26/2015,16.5
Potato Red,5/27/2015,16.5
Potato Red,5/28/2015,16.5
Potato Red,5/29/2015,16.5
Potato Red,5/30/2015,16.5
Potato Red,5/31/2015,16.5
Potato Red,6/1/2015,16.5
Potato Red,6/2/2015,17.0
Potato Red,6/3/2015,17.0
Potato Red,6/4/2015,17.0
Potato Red,6/5/2015,17.0
Potato Red,6/6/2015,20.5
Potato Red,6/7/2015,21.0
Potato Red,6/8/2015,21.0
Potato Red,6/9/2015,21.0
Potato Red,6/10/2015,21.0
Potato Red,6/11/2015,21.0
Potato Red,6/12/2015,21.0
Potato Red,6/13/2015,21.5
Potato Red,6/14/2015,22.5
Potato Red,6/15/2015,21.0
Potato Red,6/16/2015,22.0
Potato Red,6/17/2015,21.0
Potato Red,6/18/2015,21.0
Potato Red,6/19/2015,22.0
Potato Red,6/20/2015,21.5
Potato Red,6/21/2015,21.0
Potato Red,6/22/2015,21.0
Potato Red,6/23/2015,21.0
Potato Red,6/24/2015,21.0
Potato Red,6/25/2015,21.0
Potato Red,6/26/2015,21.0
Potato Red,6/27/2015,22.0
Potato Red,6/28/2015,21.0
Potato Red,6/29/2015,21.0
Potato Red,6/30/2015,21.5
Potato Red,7/1/2015,23.0
Potato Red,7/2/2015,23.0
Potato Red,7/3/2015,22.0
Potato Red,7/4/2015,22.0
Potato Red,7/5/2015,22.0
Potato Red,7/6/2015,22.0
Potato Red,7/7/2015,22.0
Potato Red,7/8/2015,22.0
Potato Red,7/9/2015,22.0
Potato Red,7/10/2015,22.0
Potato Red,7/11/2015,21.0
Potato Red,7/12/2015,22.0
Potato Red,7/13/2015,22.0
Potato Red,7/14/2015,22.0
Potato Red,7/15/2015,22.0
Potato Red,7/16/2015,22.5
Potato Red,7/17/2015,23.5
Potato Red,7/18/2015,23.0
Potato Red,7/19/2015,23.5
Potato Red,7/20/2015,23.5
Potato Red,7/21/2015,35.0
Potato Red,7/22/2015,24.0
Potato Red,7/23/2015,24.0
Potato Red,7/24/2015,24.0
Potato Red,7/25/2015,24.0
Potato Red,7/26/2015,24.0
Potato Red,7/27/2015,24.0
Potato Red,7/28/2015,24.0
Potato Red,7/29/2015,24.0
Potato Red,7/30/2015,25.0
Potato Red,7/31/2015,24.5
Potato Red,8/1/2015,24.5
Potato Red,8/2/2015,25.0
Potato Red,8/3/2015,25.0
Potato Red,8/4/2015,25.0
Potato Red,8/5/2015,25.0
Potato Red,8/6/2015,25.0
Potato Red,8/7/2015,25.0
Potato Red,8/8/2015,24.0
Potato Red,8/9/2015,27.0
Potato Red,8/10/2015,28.0
Potato Red,8/11/2015,28.0
Potato Red,8/12/2015,28.0
Potato Red,8/13/2015,29.0
Potato Red,8/14/2015,25.0
Potato Red,8/15/2015,27.5
Potato Red,8/16/2015,28.5
Potato Red,8/17/2015,28.5
Potato Red,8/18/2015,28.5
Potato Red,8/19/2015,31.0
Potato Red,8/20/2015,31.0
Potato Red,8/21/2015,31.0
Potato Red,8/22/2015,31.0
Potato Red,8/23/2015,31.0
Potato Red,8/24/2015,32.5
Potato Red,8/25/2015,32.5
Potato Red,8/26/2015,34.0
Potato Red,8/27/2015,34.0
Potato Red,8/28/2015,32.5
Potato Red,8/29/2015,25.0
Potato Red,8/30/2015,27.0
Potato Red,8/31/2015,35.0
Potato Red,9/1/2015,35.0
Potato Red,9/2/2015,35.0
Potato Red,9/3/2015,30.5
Potato Red,9/4/2015,31.5
Potato Red,9/5/2015,31.5
Potato Red,9/6/2015,27.5
Potato Red,9/7/2015,31.5
Potato Red,9/8/2015,31.5
Potato Red,9/9/2015,31.5
Potato Red,9/10/2015,31.5
Potato Red,9/11/2015,31.5
Potato Red,9/12/2015,32.5
Potato Red,9/13/2015,32.0
Potato Red,9/14/2015,32.0
Potato Red,9/15/2015,32.0
Potato Red,9/16/2015,32.0
Potato Red,9/17/2015,31.5
Potato Red,9/18/2015,31.5
Potato Red,9/19/2015,31.5
Potato Red,9/20/2015,31.5
Potato Red,9/21/2015,31.5
Potato Red,9/22/2015,31.5
Potato Red,9/23/2015,31.5
Potato Red,9/24/2015,31.5
Potato Red,9/25/2015,31.5
Potato Red,9/26/2015,38.5
Potato Red,9/27/2015,41.0
Potato Red,9/28/2015,38.5
Potato Red,9/29/2015,37.5
Potato Red,9/30/2015,37.5
Potato Red,10/1/2015,37.5
Potato Red,10/2/2015,37.5
Potato Red,10/3/2015,37.5
Potato Red,10/4/2015,37.5
Potato Red,10/5/2015,37.5
Potato Red,10/6/2015,37.5
Potato Red,10/7/2015,37.5
Potato Red,10/8/2015,37.5
Potato Red,10/9/2015,37.5
Potato Red,10/10/2015,39.5
Potato Red,10/11/2015,37.5
Potato Red,10/12/2015,38.5
Potato Red,10/13/2015,37.5
Potato Red,10/14/2015,38.5
Potato Red,10/15/2015,38.5
Potato Red,10/16/2015,37.5
Potato Red,10/17/2015,36.0
Potato Red,10/18/2015,36.5
Potato Red,10/19/2015,36.5
Potato Red,10/20/2015,35.0
Potato Red,10/21/2015,35.0
Potato Red,10/22/2015,35.0
Potato Red,10/23/2015,35.0
Potato Red,10/24/2015,35.0
Potato Red,10/25/2015,35.0
Potato Red,10/26/2015,37.5
Potato Red,10/27/2015,35.0
Potato Red,10/28/2015,35.0
Potato Red,10/29/2015,35.0
Potato Red,10/30/2015,36.0
Potato Red,10/31/2015,40.0
Potato Red,11/1/2015,36.0
Potato Red,11/2/2015,36.0
Potato Red,11/3/2015,36.0
Potato Red,11/4/2015,35.0
Potato Red,11/5/2015,35.0
Potato Red,11/6/2015,35.0
Potato Red,11/7/2015,34.0
Potato Red,11/8/2015,32.5
Potato Red,11/9/2015,32.5
Potato Red,11/10/2015,32.5
Potato Red,11/11/2015,32.5
Potato Red,11/12/2015,36.0
Potato Red,11/13/2015,36.5
Potato Red,11/14/2015,36.5
Potato Red,11/15/2015,34.0
Potato Red,11/16/2015,34.0
Potato Red,11/17/2015,32.5
Potato Red,11/18/2015,32.5
Potato Red,11/19/2015,27.5
Potato Red,11/20/2015,26.5
Potato Red,11/21/2015,27.5
Potato Red,11/22/2015,27.5
Potato Red,11/23/2015,27.5
Potato Red,11/24/2015,27.5
Potato Red,11/25/2015,27.5
Potato Red,11/26/2015,27.5
Potato Red,11/27/2015,27.5
Potato Red,11/28/2015,27.5
Potato Red,11/29/2015,27.5
Potato Red,11/30/2015,27.5
Potato Red,12/1/2015,27.5
Potato Red,12/2/2015,27.5
Potato Red,12/3/2015,27.5
Potato Red,12/4/2015,27.5
Potato Red,12/5/2015,27.5
Potato Red,12/6/2015,27.5
Potato Red,12/7/2015,27.5
Potato Red,12/8/2015,27.5
Potato Red,12/9/2015,27.5
Potato Red,12/10/2015,27.5
Potato Red,12/11/2015,27.5
Potato Red,12/12/2015,27.0
Potato Red,12/13/2015,27.5
Potato Red,12/14/2015,27.5
Potato Red,12/15/2015,27.5
Potato Red,12/16/2015,27.5
Potato Red,12/17/2015,28.5
Potato Red,12/18/2015,28.5
Potato Red,12/19/2015,28.5
Potato Red,12/20/2015,28.5
Potato Red,12/21/2015,28.5
Potato Red,12/22/2015,28.5
Potato Red,12/23/2015,28.5
Potato Red,12/24/2015,38.5
Potato Red,12/25/2015,27.0
Potato Red,12/26/2015,28.0
Potato Red,12/27/2015,27.5
Potato Red,12/28/2015,28.5
Potato Red,12/29/2015,27.5
Potato Red,12/30/2015,27.5
Potato Red,12/31/2015,28.5
Potato Red,1/1/2016,28.5
Potato Red,1/2/2016,29.5
Potato Red,1/3/2016,29.0
